Idx,V2
1,910.0
2,9000.0
3,268.382
4,800.0
5,600.0
6,1500.0
7,800.0
8,1000.0
9,1000.0
10,700.0
11,750.0
12,1500.0
13,2000.0
14,1000.12
15,1000.12
16,1000.12
17,5406.9
18,4532.8
19,894.08
20,528.35
21,7037.1
22,4973.7
23,1060.5
24,4441.466358462
25,1807.2
26,1028.4
27,10875.5
28,2276.5
29,3929.7
30,1511.9
31,1620.18
32,6663.0
33,1821.9
34,1222.1
35,561.7
36,830.9
37,2064.5
38,2449.0
39,200.0
40,200.0
41,1266.25
42,1248.5938
43,6725.0
44,6728.12
45,6725.0
46,6728.12
47,1046.56
48,1046.56
49,6634.38
50,6606.25
51,6615.62
52,8662.5
53,8693.75
54,8643.75
55,8690.62
56,6281.25
57,6281.25
58,6281.25
59,6281.25
60,7293.75
61,7265.62
62,7265.62
63,5828.12
64,5800.0
65,5800.0
66,1453.125
67,1121.40625
68,1121.40625
69,1121.40625
70,6887.5
71,6887.5
72,6868.75
73,6868.75
74,7655.0
75,1174.0625
76,1154.21875
77,1154.21875
78,7250.0
79,7250.0
80,7200.0
81,6887.5
82,6918.75
83,6840.62
84,6918.75
85,1242.03125
86,1242.03125
87,1242.03125
88,1242.03125
89,7655.0
90,9146.88
91,9146.88
92,9115.62
93,9125.0
94,9096.0
95,1231.6406
96,1180.0
97,1180.0
98,1180.0
99,1208.125
100,1208.125
101,1208.125
102,1208.125
103,1181.25
104,1181.25
105,1181.25
106,1418.75
107,1418.75
108,1160.0
109,1160.0
110,1160.0
111,1160.0
112,1225.3125
113,1225.3125
114,1225.3125
115,1185.3125
116,1185.3125
117,1185.3125
118,1185.3125
119,1296.875
120,1296.875
121,881.1
122,1359.53125
123,1359.53125
124,1359.53125
125,1104.375
126,1104.375
127,1104.375
128,1104.375
129,1057.81
130,1072.5
131,1069.69
132,1069.69
133,1059.38
134,1059.38
135,1059.38
136,1024.69
137,1027.19
138,1027.19
139,1081.56
140,1083.12
141,1081.56
142,1083.12
143,1056.56
144,1056.56
145,1051.56
146,1051.56
147,971.25
148,971.25
149,971.25
150,971.25
151,991.875
152,991.875
153,996.25
154,1090.0
155,1078.75
156,1078.75
157,976.875
158,976.875
159,1153.4375
160,1153.4375
161,1153.4375
162,1153.4375
163,8918.75
164,8918.75
165,8918.75
166,8918.75
167,8228.90625
168,7909.38
