,Idx,Value
0,0,0.027084395565607877
1,0,0.078636134
2,0,0.8068446247582767
3,0,0.3650468472456422
4,0,0.6720537650971854
5,0,0.339391056
6,0,0.27797737699770275
7,0,0.7978312574732882
8,0,0.710007151
9,0,0.4718789743379194
10,1,0.034199983587548444
11,1,0.065688058
12,1,0.7886563994178613
13,1,0.3481669078224132
14,1,0.6933129524530949
15,1,0.36050780268436133
16,1,0.29234874293208213
17,1,0.7789351183093493
18,1,0.7314896876676091
19,1,0.4526670583769355
20,2,0.042112092
21,2,0.053829355
22,2,0.7698761631055646
23,2,0.3314755303935893
24,2,0.7141687944845235
25,2,0.381897996
26,2,0.30693051351145534
27,2,0.7594418369321116
28,2,0.7524413595223616
29,2,0.43352542462469323
30,3,0.050807191
31,3,0.04308977
32,3,0.750542433
33,3,0.314993444
34,3,0.734577776
35,3,0.403519706
36,3,0.3217079136157213
37,3,0.7393931444124296
38,3,0.772814119
39,3,0.41448249549173627
40,4,0.060270412
41,4,0.03349624
42,4,0.7306948597314623
43,4,0.2987411178962879
44,4,0.7544973130146191
45,4,0.42533054511991647
46,4,0.3366659699012722
47,4,0.7188319608411746
48,4,0.7925612471051127
49,4,0.395566547
50,5,0.070485574
51,5,0.025072829916856887
52,5,0.7103741503597577
53,5,0.28273873579757913
54,5,0.7738858445080707
55,5,0.44728775924339925
56,5,0.35178952597287505
57,5,0.6978023034462245
58,5,0.8116374577537722
59,5,0.3768056659338941
60,6,0.081435207
61,6,0.017840667
62,6,0.6896219805892385
63,6,0.2670061711457617
64,6,0.792702916
65,6,0.4693483052057095
66,6,0.36706325774103954
67,6,0.6763491923607121
68,6,0.829999005
69,6,0.3582277098621152
70,7,0.093100588
71,7,0.011817890817096777
72,7,0.6684809114447746
73,7,0.2515629622623259
74,7,0.8109092665822941
75,7,0.4914689377046726
76,7,0.3824716889492961
77,7,0.6545185542442613
78,7,0.8476037801375256
79,7,0.3398602640469904
80,8,0.10546176877761565
81,8,0.007019609
82,8,0.6469943015524559
83,8,0.23642828811692385
84,8,0.828466908
85,8,0.5136062936504381
86,8,0.3979992068556665
87,8,0.6323571239635379
88,8,0.8644114119719061
89,8,0.3217306013478977
90,9,0.11849761233666306
91,9,0.003457857
92,9,0.6252062182145507
93,9,0.2216209445089471
94,9,0.8453392072779466
95,9,0.5357169771701723
96,9,0.41363007805242147
97,9,0.6099123445425971
98,9,0.8803833559992993
99,9,0.30386564155250567
100,10,0.13218582696788644
101,10,0.001141569
102,10,0.6031613470310258
103,10,0.20715932072496346
104,10,0.8614909599373415
105,10,0.5577576446770149
106,10,0.4293484644081126
107,10,0.5872322655972118
108,10,0.895482985
109,10,0.2862919114049898
110,11,0.14650300575289182
111,11,7.655332989059405e-05
112,11,0.5809049
113,11,0.19306137670100498
114,11,0.8768884657307987
115,11,0.5796850898365402
116,11,0.445138439
117,11,0.56436544
118,11,0.9096756701970309
119,11,0.2690355052178573
120,12,0.16142466624130303
121,12,0.000265483
122,12,0.5584825240560124
123,12,0.17934462071806634
124,12,0.8914995979337943
125,12,0.6014563282641611
126,12,0.46098400283058766
127,12,0.541360822
128,12,0.9229288656604056
129,12,0.25212204612586797
130,13,0.176925292
131,13,0.001707883
132,13,0.5359402049235097
133,13,0.16602608765851645
134,13,0.905293871
135,13,0.6230286817874457
136,13,0.47686909988203036
137,13,0.5182676591723715
138,13,0.9352121779515081
139,13,0.23557664803958112
140,14,0.1929783778252045
141,14,0.004400136
142,14,0.5133241753321732
143,14,0.15312231785042363
144,14,0.9182425020776651
145,14,0.644359862
146,14,0.4927776345417809
147,14,0.49513538878585994
148,14,0.946497438
149,14,0.21942387835502475
150,15,0.20955647190935583
151,15,0.008335489
152,15,0.4906808189328958
153,15,0.1406493365260706
154,15,0.9303184752465874
155,15,0.6654080537000746
156,15,0.5086934873331991
157,15,0.4720135325226217
158,15,0.9567587667992881
159,15,0.20368772147485364
160,16,0.2266312259410047
161,16,0.013504071253511218
162,16,0.4680565754216462
163,16,0.1286226339201681
164,16,0.9414965937046591
165,16,0.6861319957799081
166,16,0.5246005313644785
167,16,0.4489515894794651
168,16,0.9659726315620678
169,16,0.1883915431951651
170,17,0.24417344200172397
171,17,0.019892918129990833
172,17,0.44549784529540404
173,17,0.11705714603248385
174,17,0.9517535344320858
175,17,0.7064910631909266
176,17,0.5404826486693727
177,17,0.4259989304914264
178,17,0.974117903
179,17,0.17355805601085034
180,18,0.2621531228105793
181,18,0.027486004830833244
182,18,0.4230508946884842
183,18,0.10596723607877728
184,18,0.961067896
185,18,0.7264453460404332
186,18,0.5563237465388835
187,18,0.4032046924390545
188,18,0.9811759015754397
189,18,0.15920928539099954
190,19,0.2805395230196358
191,19,0.036264286
192,19,0.40076176048443235
193,19,0.095366677
194,19,0.9694202454041896
195,19,0.745955728
196,19,0.5721077738273507
197,19,0.3806176730565445
198,19,0.9871304418713156
199,19,0.14536653707443414
200,20,0.29930120178866376
201,20,0.046205742764604985
202,20,0.3786761558980916
203,20,0.085268633
204,20,0.9767931542529844
205,20,0.7649839626611723
206,20,0.5878187372164342
207,20,0.3582862264659148
208,20,0.9919678684948139
