,Idx,Open,High,Low,Close,Adj_Close,Volume
0,0,-0.029111314769557885,0.07088868523044212,-0.1291113147695579,-0.029111314769557885,-0.029111314769557885,0.35662028771018583
1,0,-0.010428524541435974,0.08957147545856403,-0.11042852454143598,-0.010428524541435974,-0.010428524541435974,0.2458901595699735
2,0,0.2409679403351301,0.3409679403351301,0.1409679403351301,0.2409679403351301,0.2409679403351301,0.528971831559372
3,0,0.10557438643547722,0.2055743864354772,0.0055743864354772105,0.10557438643547722,0.10557438643547722,0.3896228243222045
4,0,0.0997020576030099,0.1997020576030099,-0.00029794239699010294,0.0997020576030099,0.0997020576030099,0.9499454677980209
5,0,0.2034743039026839,0.30347430390268393,0.10347430390268389,0.2034743039026839,0.2034743039026839,0.6212291234152575
6,0,0.19137423818418337,0.2913742381841834,0.09137423818418336,0.19137423818418337,0.19137423818418337,0.35815414292870407
7,1,0.11108552242534779,0.21108552242534778,0.011085522425347785,0.11108552242534779,0.11108552242534779,0.21433669344558237
8,1,0.18771675429013363,0.28771675429013366,0.08771675429013362,0.18771675429013363,0.18771675429013363,0.6651238586443668
9,1,0.42080025346802985,0.5208002534680298,0.3208002534680299,0.42080025346802985,0.42080025346802985,0.9201287191483511
10,1,0.4415012310565834,0.5415012310565834,0.34150123105658337,0.4415012310565834,0.4415012310565834,0.6271131107238481
11,1,0.36675250448006647,0.46675250448006644,0.2667525044800665,0.36675250448006647,0.36675250448006647,0.8293922426438064
12,1,0.4725426917695399,0.5725426917695399,0.3725426917695399,0.4725426917695399,0.4725426917695399,0.6842286710979711
13,1,0.5640693822209762,0.6640693822209762,0.46406938222097627,0.5640693822209762,0.5640693822209762,0.9471815045084812
14,2,0.38441005311486387,0.48441005311486385,0.2844100531148639,0.38441005311486387,0.38441005311486387,0.4072089061079942
15,2,0.4753793308729996,0.5753793308729996,0.3753793308729996,0.4753793308729996,0.4753793308729996,0.7727252481591473
16,2,0.5069648276734208,0.6069648276734207,0.4069648276734208,0.5069648276734208,0.5069648276734208,0.5091859687217706
17,2,0.4295970112643586,0.5295970112643587,0.3295970112643586,0.4295970112643586,0.4295970112643586,0.049491467155628355
18,2,0.5838314451828756,0.6838314451828755,0.4838314451828756,0.5838314451828756,0.5838314451828756,0.01326224025357714
19,2,0.4511907567536979,0.5511907567536979,0.35119075675369793,0.4511907567536979,0.4511907567536979,0.42512346502480713
20,2,0.6015887993484791,0.7015887993484791,0.5015887993484791,0.6015887993484791,0.6015887993484791,0.6599743904892813
21,3,0.5896837937720493,0.6896837937720492,0.4896837937720493,0.5896837937720493,0.5896837937720493,0.8632725373864257
22,3,0.6841251831412548,0.7841251831412548,0.5841251831412548,0.6841251831412548,0.6841251831412548,0.03262315972596708
23,3,0.5296379289954731,0.6296379289954731,0.42963792899547315,0.5296379289954731,0.5296379289954731,0.9418441013255289
24,3,0.6363019983777247,0.7363019983777247,0.5363019983777247,0.6363019983777247,0.6363019983777247,0.8847605119887776
25,3,0.8993272653560833,0.9993272653560833,0.7993272653560833,0.8993272653560833,0.8993272653560833,0.8736172045979286
26,3,0.7194135416742911,0.819413541674291,0.6194135416742911,0.7194135416742911,0.7194135416742911,0.6426697809614524
27,3,0.7608663442477172,0.8608663442477171,0.6608663442477172,0.7608663442477172,0.7608663442477172,0.46665806233093166
