,Idx,Value
0,0,0.469203287
1,0,0.581627612
2,0,0.3825414207722687
3,0,0.053442337
4,0,0.47602632112602783
5,0,0.8109528195036515
6,0,0.8798404640668325
7,0,0.9702441799987835
8,0,0.537624168
9,0,0.37518794555740237
10,1,0.4510462442000943
11,1,0.6099617836957685
12,1,0.4043270488104427
13,1,0.042034908
14,1,0.459507359
15,1,0.7878593769100639
16,1,0.8612839751042894
17,1,0.9783196717195857
18,1,0.5558211376610903
19,1,0.35117151384889644
20,2,0.4329541707821955
21,2,0.6379293678944038
22,2,0.42630295528671563
23,2,0.031942667
24,2,0.4430327782850137
25,2,0.7638081345509041
26,2,0.8416224292716518
27,2,0.9851429045204092
28,2,0.5739435193480188
29,2,0.3275262637743712
30,3,0.41495107767230127
31,3,0.6654371266886121
32,3,0.4484254335827796
33,3,0.023194598
34,3,0.42662063760774827
35,3,0.7388791185644226
36,3,0.8209159652072104
37,3,0.9906960149207347
38,3,0.5919670984201214
39,3,0.3043111671260256
40,4,0.3970608577924416
41,4,0.692393355
42,4,0.47065048557205047
43,4,0.015815824
44,4,0.4102889251789452
45,4,0.713155276
46,4,0.7992279176336392
47,4,0.9949644646683353
48,4,0.6098677919454993
49,4,0.2815841228836163
50,5,0.37930725426420553
51,5,0.7187081880853601
52,5,0.4929339091250171
53,5,0.009827535
54,5,0.39405554154968964
55,5,0.6867221974333514
56,5,0.7766246236365039
57,5,0.9979370788009697
58,5,0.6276216811907314
59,5,0.2594018128130851
60,6,0.3617138288979038
61,6,0.744293897
62,6,0.5152313860203173
63,6,0.005246928
64,6,0.3779382794967149
65,6,0.659667835
66,6,0.7531752197594644
67,6,0.9996060749028531
68,6,0.6452050435808545
69,6,0.2378195601009428
70,7,0.34430393092235806
71,7,0.7690651851268964
72,7,0.5374985700867043
73,7,0.002087158
74,7,0.3619548045204383
75,7,0.6320822067926267
76,7,0.7289514305367915
77,7,0.999967083
78,7,0.6625943843972392
79,7,0.21689119137698226
80,8,0.32710066599682014
81,8,0.7929394706268684
82,8,0.5596911754005982
83,8,0.000357299
84,8,0.34612263548249567
85,8,0.6040570990790858
86,8,0.7040273491100164
87,8,0.9990191593963049
88,8,0.6797664681710044
89,8,0.1966689024694374
90,9,0.31012686554614743
91,9,0.8158371620003686
92,9,0.5817650643638169
93,9,6.231959876135118e-05
94,9,0.3304591254040034
95,9,0.5756857602780814
96,9,0.6784792105997348
97,9,0.9967647843547798
98,9,0.6966983497300268
99,9,0.17720312822739992
100,10,0.2934050564599273
101,10,0.837681924
102,10,0.6036763354863102
103,10,0.001203066
104,10,0.3149814424455901
105,10,0.5470625908637072
106,10,0.6523851589257559
107,10,0.99320986
108,10,0.7133674048580572
109,10,0.15854241673515596
110,11,0.2769574311957703
111,11,0.8584009296435704
112,11,0.625381411
113,11,0.003776263
114,11,0.29970655109004823
115,11,0.5182828292306592
116,11,0.6258250077888193
117,11,0.9883636944373992
118,11,0.7297513605249797
119,11,0.1407333082321588
120,12,0.2608058183264459
121,12,0.8779251079116408
122,12,0.6468371220252618
123,12,0.00777452
124,12,0.28465119354822715
125,12,0.4894422348057835
126,12,0.5988799965449636
127,12,0.9822389739314361
128,12,0.7458283246478185
129,12,0.12382021904061169
130,13,0.24497165356994915
131,13,0.8961893691059111
132,13,0.6680007974321067
133,13,0.013186355339474265
134,13,0.269831871
135,13,0.4606367694259875
136,13,0.5716325417192543
137,13,0.9748517336246547
138,13,0.7615768153427276
139,13,0.10784533079014785
140,14,0.22947595134094934
141,14,0.9131328242988204
142,14,0.6888303457012672
143,14,0.019996227
144,14,0.2552648275502769
145,14,0.4319622780426636
146,14,0.5441659849189102
147,14,0.9662213135904726
148,14,0.7769757896288763
149,14,0.092848485
150,15,0.21433927686137233
151,15,0.9286989878321265
152,15,0.7092843401404365
153,15,0.028184579
154,15,0.24096602834030106
155,15,0.40351416981503296
156,15,0.5165643379168903
157,15,0.9563703085936675
158,15,0.7920046715458755
159,15,0.078867085
160,16,0.1995817188671335
161,16,0.9428359656273502
162,16,0.7293221009747524
163,16,0.037727895
164,16,0.2269511461330591
165,16,0.37538710065350556
166,16,0.48891202568564607
167,16,0.9453245089364313
168,16,0.8066433796471782
169,16,0.065935999
170,17,0.18522286294723977
171,17,0.9554966281889293
172,17,0.7489037762524648
173,17,0.048598768231635725
174,17,0.21323554209266593
175,17,0.34767465826933913
176,17,0.4612936281670264
177,17,0.9331128329383875
178,17,0.820872354
179,17,0.054087479611366396
180,18,0.17128176555064967
181,18,0.9666387677233277
182,18,0.7679904211041955
183,18,0.060765981
184,18,0.19983424935614524
185,18,0.3204690507785375
186,18,0.43379362156817614
187,18,0.9197672512273415
188,18,0.8346725814849006
189,18,0.043351076
190,19,0.15777692869538162
191,19,0.9762252388502987
192,19,0.7865440751981487
193,19,0.07419459
194,19,0.18676195655619693
195,19,0.29386079989610153
196,19,0.4064961199747279
197,19,0.9053227030389719
198,19,0.848025623
199,19,0.033753565
200,20,0.14472627541344163
201,20,0.9842240824372059
202,20,0.8045278382372381
203,20,0.088846031
204,20,0.17403299172156123
205,20,0.26793843974147225
