Idx,V6
1,767.213
2,1525.7
3,4533.2
4,1220.47
5,1148.1
6,6953.7
7,1210.92
8,893.7
9,1173.11
10,2208.4
11,2617.0
12,4277.4
13,1059.3
14,22267.3
15,5125.0
16,1805.0
17,899.0
18,7720.0
19,8800.0
20,1222.3
21,1499.4
22,1551.5
23,1237.0
24,1503.5
25,1552.5
26,8160.0
27,8820.0
28,1633.5
29,2080.0
30,1762.5
31,9605.0
32,4150.0
33,8835.0
34,2503.5
35,1686.0
36,2350.0
37,999.5
38,3800.0
39,3850.0
40,4140.0
41,2525.0
42,4380.0
43,7781.0
44,7781.0
45,6005.0
46,5750.0
47,848.0
48,6440.0
49,9000.0
50,7700.0
51,6800.0
52,1833.0
53,5260.0
54,10080.0
55,3332.0
56,3304.5
57,4134.0
58,1490.0
59,1771.5
60,1876.5
61,2681.0
62,895.5
63,7152.0
64,7152.0
65,7152.0
66,9385.0
67,1611.3
68,1629.6
69,1629.6
70,5223.0
71,5223.0
72,1950.0
73,1940.0
74,1786.0
75,1786.0
76,7050.0
77,6520.0
78,3955.0
79,3955.0
80,5100.0
81,5100.0
82,11755.0
83,4000.0
84,909.0
85,2725.0
86,2335.0
87,4580.0
88,4640.0
89,4640.0
90,1704.0
91,8170.0
92,8170.0
93,981.1
94,1210.5
95,7955.0
96,2595.0
97,2595.0
98,7808.0
99,7808.0
100,2095.0
101,2095.0
102,2148.0
103,879.2
104,903.8
105,816.8
106,4125.0
107,1604.0
108,1604.0
109,1590.0
110,1853.0
111,7190.0
112,7290.0
113,7347.5
114,2648.5
115,817.0
116,1545.0
117,1006.5
118,5187.5
119,868.6
120,868.6
121,1457.0
122,3430.5
123,1850.0
124,2954.0
125,2954.0
126,4105.0
127,4000.0
128,8450.0
129,7000.0
130,7000.0
131,1950.0
132,1950.0
133,1950.0
134,1933.0
135,1933.0
136,1193.28125
137,5200.0
138,1647.5
139,1647.5
140,6100.0
141,9427.0
142,1228.3
143,8280.0
144,5200.0
145,5240.0
146,4550.0
147,854.1
148,8975.0
149,9415.0
150,1060.2
151,7217.0
152,7284.0
153,7700.0
154,10355.0
155,10355.0
156,14265.0
157,9055.0
158,9030.0
159,7301.0
160,12370.0
161,1046.0
162,1046.0
163,7800.0
164,7600.0
165,980.5
166,6713.0
167,1533.9
168,1144.0
169,5720.5
170,5280.0
171,5320.0
172,7490.0
173,7495.0
174,7265.0
175,1385.4
176,1343.9
177,8307.0
178,1481.5
179,7619.0
180,8750.0
181,7668.0
182,7668.0
183,1508.5
184,1221.0
185,9289.0
186,9289.0
187,1512.7
188,5860.0
189,6641.5
190,1170.5
191,1092.0
192,6470.0
193,1150.0
194,5520.0
195,5200.0
196,1306.5
197,1306.5
198,5572.0
199,4524.5
200,4524.5
201,4524.5
202,1808.5
203,1808.5
204,6962.5
205,6962.5
206,1145.0
207,5120.0
208,5120.0
209,5492.0
210,6010.0
211,6010.0
212,3995.5
213,6180.0
214,874.3
215,874.3
216,5675.0
217,5735.0
218,1026.5
219,8300.0
220,906.0
221,1232.3
222,1232.3
223,9550.0
224,5500.0
225,110.39
226,10420.0
227,10420.0
228,5495.0
229,5495.0
230,11585.0
231,11585.0
232,5292.0
233,1458.7
234,4443.0
235,7765.0
236,6180.0
237,5309.5
238,5309.5
239,1272.5
240,1272.5
241,4695.0
242,1709.6
243,1709.6
244,4780.0
245,5292.0
246,1488.0
247,4725.0
248,1407.4
249,1407.4
250,1445.3
251,2003.5
252,7111.5
253,4110.0
254,6928.5
255,4240.0
256,2232.5
257,6714.5
258,6605.0
259,6700.0
260,1981.5
261,1594.0
262,4700.0
263,3784.5
264,3784.5
265,1767.0
266,1767.0
267,5137.0
268,2193.5
269,1626.9
270,1023.9
271,3872.0
272,3872.0
273,1402.0
274,1402.0
275,1402.0
276,1859.0
277,1859.0
278,3268.5
279,5480.0
280,1028.1
281,1028.1
282,4915.0
283,6175.0
284,6175.0
285,3762.5
286,3762.5
287,6275.0
288,1899.0
289,1790.5
290,4150.0
291,1820.0
292,906.2
293,5775.0
294,3440.0
295,3440.0
296,3440.0
297,6405.0
298,884.2
299,2074.5
300,2074.5
301,2257.5
302,2043.5
303,2012.5
304,1480.0
305,4215.0
306,4215.0
307,4790.0
308,4790.0
309,4405.0
310,4540.0
311,4770.0
312,4780.0
313,962.7
314,4090.0
315,1903.5
316,1903.5
317,4310.0
318,1795.0
319,1790.0
320,1390.0
321,4040.0
322,4037.0
323,3960.0
324,2322.5
325,4632.0
326,5050.0
327,3816.0
328,2534.5
329,2534.5
330,4620.0
331,4590.0
332,3812.5
333,2577.0
334,4775.0
335,4775.0
336,3218.0
337,2835.0
338,4560.0
339,3793.0
340,4380.0
341,4380.0
342,1532.0
343,4435.0
344,4435.0
345,4435.0
346,3355.0
347,4640.0
348,4100.0
349,4100.0
350,2188.0
351,2201.5
352,4110.0
353,4105.0
354,4105.0
355,1924.0
356,1924.0
357,4900.0
358,3127.5
359,2027.5
360,4780.0
361,4780.0
362,3895.0
363,2827.5
364,2827.5
365,2827.5
366,4420.0
367,2323.0
368,4675.0
369,4120.0
370,4120.0
371,2501.0
372,2583.0
373,4740.0
374,4740.0
375,4300.0
376,4800.0
377,4800.0
378,4800.0
379,4635.0
380,4670.0
381,4550.0
382,4030.0
383,4030.0
384,4725.0
385,4725.0
386,1784.0
387,5000.0
388,1655.0
389,1655.0
390,5455.0
391,5175.0
392,1778.0
393,4670.0
394,4602.0
395,1427.0
396,1560.0
397,4460.0
398,4780.0
399,4350.0
400,1245.0
401,4760.0
402,4810.0
403,5250.0
404,5690.0
405,5555.0
406,6145.0
407,3150.0
408,3880.0
409,4500.0
410,4520.0
411,4500.0
412,3480.0
413,3650.0
414,3650.0
415,3650.0
416,4470.0
417,4470.0
418,4095.0
419,4160.0
420,5117.0
421,4205.0
422,3822.0
423,4290.0
424,3820.0
425,3820.0
426,3820.0
427,3820.0
428,3830.0
429,2375.0
430,2370.0
431,2370.0
432,2190.0
433,2120.0
434,4200.0
435,3625.0
436,2750.0
437,2875.0
438,2900.0
439,2460.0
440,2580.0
441,2325.0
442,2390.0
443,2390.0
444,2475.0
445,2475.0
446,2475.0
447,2500.0
448,2370.0
449,6972.0
450,8230.0
451,967.2
452,967.2
453,10700.0
454,4500.0
455,4500.0
456,5235.0
457,325.7
458,1807.0
459,1807.0
460,1807.0
461,1943.0
462,1944.0
463,1944.0
464,1944.0
465,1936.0
466,1930.0
467,1930.0
468,1901.0
469,2023.0
470,1696.0
471,1596.0
472,1491.0
473,1491.0
474,1550.0
475,1550.0
476,1855.0
477,1855.0
478,1706.0
479,1647.0
480,3830.0
481,7815.0
482,1871.0
483,1871.0
484,2019.0
485,2001.0
486,2151.0
487,2151.0
488,2240.0
489,2125.0
490,2125.0
491,2355.0
492,2355.0
493,4755.0
494,4400.0
495,4725.0
496,4610.0
497,6440.0
498,1195.2
499,6195.0
500,6440.0
501,6440.0
502,6200.0
503,6125.0
504,3610.0
505,1048.8
506,6875.0
507,6875.0
508,6875.0
509,5380.0
510,5300.0
511,6365.0
512,5900.0
513,5940.0
514,6190.0
515,6190.0
516,6175.0
517,3595.5
518,5270.0
519,5270.0
520,4130.0
521,4912.0
522,4550.0
523,4550.0
524,4550.0
525,4550.0
526,6735.0
527,4630.0
528,4630.0
529,4550.0
530,4050.0
531,4050.0
532,4050.0
533,7080.0
534,5910.0
535,8500.0
536,5642.5
537,2290.0
538,2105.0
539,2314.0
540,8950.0
541,4110.0
542,4135.0
543,2038.0
544,2162.5
545,6625.0
546,4050.0
547,2150.0
548,5505.0
549,5175.0
550,4080.0
551,4900.0
552,7030.0
553,5320.0
554,4240.0
555,4070.0
556,5485.0
557,4090.0
558,4090.0
559,4440.0
560,4435.0
561,5090.0
562,4140.0
563,4140.0
564,6960.0
565,1694.0
566,1334.7
567,5600.0
