Idx,V7
1,1206.46
2,615.3
3,3020.0
4,4000.0
5,2500.0
6,3085.0
7,3120.0
8,5090.0
9,8237.5
10,6227.5
11,2960.0
12,3390.0
13,2690.0
14,6972.5
15,3520.0
16,3080.0
17,5772.5
18,5847.5
19,1253.25
20,7610.0
21,1022.6
22,740.0
23,6115.0
24,6100.0
25,6080.0
26,2640.0
27,1976.0
28,6540.0
29,1375.0
30,1306.8
31,3033.0
32,1045.0
33,2100.0
34,868.0
35,11000.0
36,5405.0
37,310.0
38,1855.0
39,1915.0
40,2260.0
41,5450.0
42,2170.0
43,2170.0
44,1144.0
45,3940.0
46,4264.0
47,1800.0
48,1668.0
49,2755.0
50,4485.0
51,1509.0
52,2443.0
53,10605.0
54,1447.5
55,1719.0
56,2610.0
57,2332.0
58,3150.0
59,3253.0
60,1907.0
61,2005.0
62,1970.0
63,2825.0
64,3365.0
65,3585.0
66,1870.0
67,9130.0
68,975.0
69,3061.0
70,2120.0
71,2112.0
72,1806.0
73,6735.0
74,1022.0
75,1785.0
76,1018.0
77,6275.0
78,986.0
79,2114.0
80,1635.0
81,3032.0
82,5526.0
83,4060.0
84,1582.3
85,2699.0
86,1703.5
87,1560.0
88,3739.0
89,1433.5
90,2845.0
91,962.5
92,1852.7
93,1852.7
94,1163.4375
95,2847.5
96,3798.5
97,1442.5
98,2453.0
99,2453.0
100,3070.0
101,9025.0
102,2375.0
103,2039.0
104,1063.0
105,1044.6875
106,9887.0
107,2735.0
108,887.3
109,1600.0
110,2274.5
111,1580.0
112,8709.0
113,3580.0
114,3620.0
115,3371.0
116,1500.0
117,1920.0
118,8905.0
119,5235.0
120,3160.0
121,2054.0
122,3363.0
123,2139.0
124,1880.0
125,1880.0
126,2204.0
127,3040.0
128,9885.0
129,5350.0
130,5338.0
131,2401.0
132,2090.0
133,2090.0
134,3120.0
135,9165.0
136,1260.0
137,1362.5
138,2730.0
139,1135.5
140,1505.0
141,1702.0
142,2650.0
143,2650.0
144,1650.0
145,6075.0
146,3662.0
147,1225.0
148,1517.0
149,2680.0
150,1771.0
151,1970.0
152,3138.0
153,2775.0
154,2468.0
155,3690.0
156,4395.0
157,4370.0
158,2495.0
159,6200.0
160,4298.0
161,1407.5
162,3553.0
163,3580.0
164,5990.0
165,2120.0
166,2060.0
167,2059.0
168,1930.0
169,7725.0
170,1035.5
171,6070.0
172,2800.0
173,2560.0
174,5905.0
175,4164.0
176,2025.0
177,2270.0
178,3430.0
179,1197.5
180,5980.0
181,6280.0
182,2146.0
183,2689.0
184,1385.0
185,1780.0
186,1362.5
187,2297.0
188,1312.5
189,6475.0
190,1036.5
191,4974.0
192,4974.0
193,1250.0
194,2570.0
195,1385.0
196,3360.0
197,7600.0
198,1342.5
199,1628.0
200,4950.0
201,8245.0
202,1250.0
203,2355.0
204,2355.0
205,1845.0
206,3218.0
207,7460.0
208,2585.0
209,2110.0
210,8460.0
211,9310.0
212,2870.0
213,1610.0
214,1780.0
215,6750.0
216,2912.0
217,1920.0
218,1890.0
219,1870.0
220,147.0
221,2220.0
222,3005.0
223,2500.0
224,6460.0
225,8450.0
226,947.5
227,6720.0
228,2030.0
229,2990.0
230,6190.0
231,3125.0
232,620.0
233,655.0
234,4010.0
235,1930.0
236,1044.0
237,6739.0
238,7225.0
239,6550.0
240,940.0
241,2095.0
242,5775.0
243,1277.5
244,7447.0
245,4060.0
246,3470.0
247,7450.0
248,2350.0
249,950.0
250,1911.3
251,1759.0
252,3122.5
253,3287.0
254,6095.0
255,1955.0
256,1188.0
257,4540.0
258,3355.0
259,6540.0
260,1715.0
261,4870.0
262,2730.0
263,1530.0
264,3540.0
265,5095.0
266,3786.0
267,4650.0
268,70.0
269,3036.0
270,3290.0
271,852.0
272,1482.5
273,780.0
274,7900.0
275,6275.0
276,4035.0
277,2960.0
278,4300.0
279,2650.0
280,1530.0
281,5150.0
282,1815.0
283,1522.0
284,1522.0
285,1572.5
286,3032.0
287,5036.0
288,1535.0
289,1692.0
290,1346.5
291,3150.0
292,2635.0
293,1320.0
294,1432.0
295,1768.0
