Idx,price
0,131.87
1,131.976
2,133.537
3,135.57
4,135.492
5,137.304
6,138.248
7,137.949
8,137.477
9,136.803
10,137.756
11,139.452
12,140.521
13,139.654
14,138.748
15,140.222
16,141.378
17,139.943
18,144.056
19,142.351
20,142.274
21,144.085
22,144.894
23,145.039
24,143.97
25,141.754
26,143.382
27,143.7
28,143.594
29,146.523
30,150.164
31,150.328
32,152.775
33,153.362
34,154.181
35,154.142
36,152.611
37,154.403
38,155.414
39,156.031
40,156.233
41,157.745
42,156.166
43,156.715
44,155.954
45,157.437
46,162.716
47,166.926
48,168.544
49,163.602
50,161.175
51,154.423
52,157.687
53,154.821
54,151.897
55,152.237
56,154.005
57,150.576
58,151.848
59,151.732
60,153.131
61,151.858
62,142.697
63,143.658
64,145.339
65,147.272
66,147.846
67,148.477
68,146.66
69,147.758
70,147.632
71,149.896
72,149.128
73,151.042
74,150.372
75,148.088
76,147.399
77,146.709
78,143.814
79,144.863
80,147.632
81,146.282
82,145.728
83,143.173
84,141.861
85,142.57
86,142.978
87,142.356
88,144.892
89,144.999
90,141.288
91,139.121
92,135.449
93,133.7
94,134.157
95,135.187
96,134.342
97,139.384
98,143.357
99,145.193
100,148.001
101,148.778
102,148.147
103,149.75
104,148.798
105,149.42
106,149.546
107,148.186
108,147.671
109,148.496
110,148.866
111,148.118
112,147.816
113,147.522
114,150.641
115,146.669
116,146.836
117,144.826
118,144.884
119,145.59
120,147.306
121,147.944
122,148.218
123,146.846
124,140.727
125,137.5
126,137.667
127,138.462
128,136.226
129,135.363
130,137.618
131,137.53
132,138.206
133,139.324
134,139.834
135,139.53
136,139.785
137,138.697
138,138.55
139,139.099
140,137.618
141,136.324
142,135.235
143,136.628
144,133.706
145,133.078
146,132.921
147,131.852
148,135.765
149,133.637
150,134.922
151,136.02
152,137.795
153,138.677
154,139.481
155,135.843
156,136.844
157,139.746
158,141.266
159,139.893
160,139.02
161,137.589
162,140.236
163,140.285
164,138.471
165,138.971
166,141.796
167,139.952
168,131.607
169,135.637
170,139.236
171,140.55
172,137.569
173,136.069
174,135.628
175,138.766
176,137.265
177,141.574
178,141.594
179,143.05
180,143.238
181,141.782
182,141.584
183,145.675
184,149.469
185,148.409
186,151.074
187,152.055
188,146.22
189,145.021
190,145.527
191,143.159
192,143.06
193,143.912
194,146.705
195,147.131
196,146.23
197,148.31
198,148.746
199,150.311
200,151.599
201,150.44
202,150.727
203,153.521
204,155.631
205,158.285
206,157.889
207,158.117
208,156.938
209,156.71
210,159.662
211,160.108
212,162.119
213,162.396
214,162.178
215,163.842
216,164.427
217,161.524
218,163.763
219,163.238
220,163.308
221,161.564
222,158.969
223,159.969
224,159.068
225,160.682
226,161.733
227,161.564
228,161.455
229,160.702
230,161.029
231,160.088
232,160.851
233,162.149
234,161.95
235,164.982
236,160.138
237,158.137
238,155.69
239,152.22
240,153.6
241,152.83
242,149.2
243,148.71
244,149.59
245,148.55
246,147.69
247,147.79
248,147.4
249,146.28
250,145.65
251,147.75
252,146.6
253,144.84
254,145.2
255,145.02
256,145.14
257,144.61
258,148.7
259,152.05
260,153.73
261,152.59
262,151.06
263,149.53
264,151.31
