Idx,price
0,32.795
1,33.172
2,33.472
3,33.134
4,33.046
5,33.23
6,33.376
7,33.637
8,33.501
9,33.346
10,32.998
11,33.366
12,33.54
13,33.192
14,33.163
15,32.988
16,32.998
17,31.876
18,33.114
19,32.408
20,31.943
21,32.64
22,31.73
23,30.395
24,29.785
25,30.163
26,31.102
27,30.685
28,30.482
29,30.666
30,30.898
31,31.73
32,32.011
33,32.263
34,32.272
35,32.679
36,32.379
37,32.601
38,32.766
39,32.456
40,32.718
41,32.853
42,32.553
43,32.834
44,32.805
45,32.853
46,32.892
47,33.037
48,33.095
49,32.747
50,32.582
51,32.979
52,32.998
53,32.843
54,32.921
55,33.066
56,32.64
57,31.914
58,31.527
59,30.724
60,30.985
61,31.411
62,31.256
63,31.092
64,31.537
65,31.972
66,31.005
67,30.569
68,29.718
69,29.95
70,29.718
71,29.572
72,30.511
73,30.869
74,31.489
75,30.618
76,30.734
77,31.043
78,31.653
79,31.711
80,31.876
81,31.982
82,32.137
83,32.098
84,31.653
85,32.253
86,31.818
87,32.001
88,32.272
89,31.818
90,31.138
91,30.419
92,29.503
93,29.05
94,29.818
95,29.188
96,28.744
97,29.503
98,29.178
99,29.001
100,29.927
101,29.887
102,29.808
103,29.739
104,29.513
105,29.444
106,28.577
107,28.705
108,29.158
109,29.05
110,28.715
111,28.735
112,28.676
113,28.084
114,28.607
115,28.813
116,29.444
117,29.148
118,29.267
119,29.198
120,29.611
121,29.434
122,30.143
123,30.045
124,30.449
125,30.439
126,30.173
127,30.35
128,30.35
129,30.183
130,30.271
131,30.311
132,30.803
133,30.636
134,30.803
135,30.547
136,30.724
137,30.528
138,30.458
139,30.094
140,29.848
141,29.887
142,29.73
143,29.986
144,29.316
145,29.286
146,28.853
147,28.478
148,27.996
149,27.986
150,28.232
151,28.203
152,28.183
153,28.882
154,29.355
155,28.439
156,28.449
157,28.144
158,27.947
159,28.065
160,27.671
161,27.395
162,27.326
163,25.858
164,25.395
165,25.257
166,25.858
167,25.789
168,25.819
169,26.469
170,27.474
171,27.06
172,26.39
173,26.242
174,26.065
175,25.563
176,25.612
177,26.459
178,25.878
179,26.587
180,26.666
181,26.38
182,26.38
183,26.784
184,26.853
185,27.247
186,27.661
187,27.622
188,27.907
189,27.622
190,27.937
191,27.444
192,27.228
193,28.38
194,28.321
195,28.528
196,27.947
197,29.345
198,29.424
199,29.267
200,29.473
201,29.621
202,29.67
203,29.818
204,29.68
205,30.134
206,30.567
207,30.675
208,30.291
209,30.518
210,31.059
211,31.345
212,31.424
213,31.178
214,31.118
215,31.04
216,31.079
217,31.04
218,31.05
219,31.44
220,31.48
221,30.91
222,30.41
223,30.39
224,30.53
225,30.9
226,30.62
227,30.81
228,30.83
229,30.55
230,30.81
231,30.66
232,30.77
233,31.12
234,30.98
235,31.69
236,31.79
237,31.86
238,32.0
239,32.37
240,32.62
241,32.68
242,32.61
243,32.69
244,32.76
245,32.76
246,32.46
247,32.62
248,32.74
249,32.58
250,32.52
251,32.57
252,32.68
253,32.37
254,32.22
255,31.93
256,32.24
257,32.26
258,32.49
259,32.37
260,32.83
261,33.05
262,32.8
263,32.65
264,32.81
