Idx,price
0,449.256
1,452.863
2,446.579
3,438.525
4,432.873
5,429.207
6,433.525
7,439.484
8,433.377
9,426.401
10,425.6
11,426.875
12,428.199
13,425.423
14,430.452
15,417.102
16,397.32
17,412.458
18,424.879
19,427.083
20,427.083
21,418.229
22,397.893
23,408.802
24,395.324
25,388.486
26,392.478
27,388.476
28,381.786
29,382.688
30,386.384
31,401.804
32,405.758
33,411.902
34,396.433
35,393.242
36,390.378
37,389.645
38,391.171
39,395.462
40,408.285
41,402.597
42,403.33
43,393.589
44,400.139
45,387.633
46,387.564
47,393.807
48,391.22
49,384.412
50,385.057
51,388.614
52,383.739
53,376.059
54,390.517
55,392.905
56,387.465
57,375.405
58,374.741
59,366.387
60,369.538
61,350.68
62,334.944
63,347.945
64,340.731
65,350.006
66,338.6
67,338.7
68,330.584
69,332.684
70,322.19
71,324.886
72,337.857
73,333.408
74,333.418
75,325.054
76,333.388
77,338.6
78,339.909
79,339.076
80,349.382
81,352.395
82,362.602
83,359.886
84,357.587
85,369.499
86,364.792
87,373.859
88,381.796
89,380.528
90,381.955
91,377.06
92,377.188
93,374.803
94,383.042
95,377.208
96,376.831
97,383.976
98,387.355
99,395.674
100,394.094
101,395.127
102,388.299
103,386.64
104,387.306
105,401.12
106,394.352
107,395.117
108,403.038
109,398.874
110,394.799
111,389.075
112,398.894
113,396.687
114,404.091
115,404.3
116,407.709
117,408.325
118,403.137
119,396.807
120,385.596
121,384.364
122,390.565
123,387.415
124,389.691
125,387.713
126,388.657
127,388.498
128,388.926
129,385.537
130,392.454
131,390.138
132,403.247
133,401.637
134,409.697
135,408.325
136,408.395
137,409.448
138,414.378
139,402.7
140,398.735
141,390.039
142,394.511
143,404.459
144,387.872
145,376.175
146,378.023
147,369.566
148,369.327
149,363.543
150,360.532
151,360.373
152,359.767
153,364.855
154,362.192
155,348.218
156,339.246
157,348.448
158,341.928
159,331.968
160,331.34
161,332.187
162,319.167
163,328.997
164,323.753
165,313.235
166,320.204
167,315.388
168,309.257
169,315.478
170,329.605
171,334.111
172,323.234
173,313.564
174,308.729
175,302.577
176,300.843
177,332.247
178,316.375
179,320.184
180,327.9
181,322.417
182,318.529
183,320.582
184,322.178
185,327.88
186,321.041
187,330.492
188,333.782
189,331.23
190,332.426
191,337.999
192,351.0
193,358.557
194,346.872
195,336.464
196,337.511
197,356.732
198,365.406
199,369.105
200,365.625
201,363.362
202,365.615
203,366.772
204,376.682
205,374.927
206,390.549
207,387.877
208,381.128
209,381.896
210,387.548
211,384.408
212,381.596
213,380.101
214,368.237
215,371.009
216,373.8
217,361.548
218,362.246
219,360.77
220,366.74
221,356.99
222,357.23
223,356.33
224,353.73
225,358.33
226,352.21
227,353.02
228,354.4
229,344.41
230,349.8
231,346.4
232,339.27
233,344.39
234,338.83
235,342.62
236,333.88
237,339.73
238,349.85
239,337.62
240,337.44
241,344.19
242,346.48
243,348.85
244,348.04
245,345.45
246,339.34
247,350.64
248,354.04
249,355.17
250,348.49
251,353.0
252,359.79
253,360.47
254,359.62
255,355.98
256,357.2
257,353.59
258,354.97
259,354.06
260,355.05
261,347.58
262,360.1
263,356.83
264,357.36
