Idx,price
0,202.11
1,203.064
2,197.466
3,190.018
4,186.26
5,178.546
6,181.37
7,185.787
8,183.731
9,180.533
10,178.851
11,181.596
12,181.694
13,179.756
14,177.956
15,175.594
16,172.121
17,171.472
18,177.414
19,173.361
20,164.886
21,169.874
22,169.252
23,165.528
24,156.629
25,156.965
26,163.76
27,161.637
28,160.382
29,163.889
30,165.074
31,168.008
32,168.976
33,169.015
34,168.669
35,168.748
36,162.575
37,164.768
38,171.01
39,171.366
40,176.699
41,174.655
42,171.83
43,172.887
44,172.422
45,173.252
46,172.146
47,171.603
48,173.637
49,173.42
50,171.356
51,170.388
52,164.442
53,162.16
54,166.951
55,168.976
56,170.418
57,165.36
58,166.615
59,172.077
60,179.099
61,181.312
62,178.378
63,177.045
64,178.941
65,183.129
66,177.065
67,175.158
68,174.24
69,169.627
70,169.627
71,170.329
72,172.146
73,171.336
74,175.958
75,166.398
76,165.756
77,162.476
78,164.649
79,160.827
80,163.316
81,166.773
82,171.474
83,171.181
84,171.687
85,176.082
86,175.903
87,178.572
88,180.169
89,177.362
90,172.56
91,167.541
92,159.912
93,159.803
94,159.813
95,152.085
96,153.672
97,154.109
98,154.456
99,154.248
100,164.029
101,165.616
102,162.809
103,162.69
104,160.577
105,163.126
106,161.807
107,164.406
108,165.824
109,163.632
110,162.442
111,164.703
112,161.747
113,162.719
114,165.676
115,163.94
116,170.278
117,171.935
118,174.624
119,173.899
120,173.384
121,170.388
122,182.718
123,187.629
124,188.938
125,188.908
126,188.948
127,191.577
128,191.984
129,191.746
130,195.525
131,192.132
132,195.734
133,197.172
134,200.852
135,199.573
136,202.489
137,199.344
138,197.906
139,195.476
140,192.817
141,191.944
142,192.172
143,194.136
144,187.272
145,184.504
146,182.679
147,182.153
148,184.028
149,183.998
150,182.811
151,187.93
152,188.309
153,190.301
154,191.297
155,183.946
156,179.484
157,178.657
158,172.69
159,178.538
160,175.141
161,172.262
162,168.248
163,164.971
164,163.028
165,162.361
166,166.007
167,162.959
168,162.062
169,167.441
170,173.109
171,171.176
172,169.433
173,164.881
174,164.732
175,165.718
176,162.819
177,165.688
178,165.857
179,168.836
180,172.511
181,170.599
182,168.059
183,170.37
184,172.94
185,176.316
186,162.6
187,167.77
188,170.957
189,168.886
190,168.118
191,164.851
192,166.893
193,173.876
194,175.45
195,175.4
196,169.931
197,181.954
198,183.11
199,179.842
200,184.554
201,185.819
202,185.122
203,187.482
204,188.438
205,190.55
206,192.254
207,191.606
208,186.994
209,187.682
210,192.572
211,192.413
212,191.845
213,190.61
214,190.98
215,191.76
216,179.22
217,177.73
218,179.5
219,185.44
220,181.85
221,181.32
222,179.29
223,176.48
224,178.36
225,180.93
226,178.81
227,181.11
228,182.38
229,179.08
230,181.42
231,181.0
232,183.21
233,186.79
234,183.12
235,188.31
236,189.48
237,189.73
238,192.59
239,192.98
240,195.34
241,193.51
242,189.28
243,186.14
244,190.49
245,191.9
246,189.9
247,185.09
248,188.14
249,187.45
250,185.63
251,189.44
252,191.66
253,188.56
254,181.2
255,178.54
256,183.6
257,183.51
258,180.91
259,181.39
260,185.29
261,184.24
262,185.63
263,182.05
264,182.5
