Idx,price
0,319.076
1,328.934
2,325.156
3,323.372
4,311.272
5,314.75
6,322.336
7,333.1
8,324.618
9,311.89
10,312.229
11,321.817
12,324.06
13,313.186
14,310.803
15,311.302
16,298.224
17,307.315
18,315.279
19,320.572
20,312.019
21,325.246
22,327.569
23,315.478
24,297.268
25,309.667
26,314.76
27,320.203
28,321.698
29,319.216
30,327.28
31,336.46
32,345.64
33,345.111
34,346.666
35,355.198
36,353.274
37,357.81
38,362.484
39,362.215
40,364.009
41,358.019
42,354.052
43,352.846
44,348.759
45,341.104
46,324.409
47,319.874
48,316.016
49,315.0
50,317.761
51,323.691
52,329.991
53,338.443
54,350.334
55,351.939
56,336.619
57,313.644
58,312.259
59,301.275
60,308.611
61,317.462
62,315.488
63,306.029
64,311.431
65,319.465
66,302.212
67,294.497
68,285.885
69,292.732
70,279.904
71,282.097
72,287.5
73,282.008
74,289.513
75,272.509
76,271.721
77,269.04
78,273.256
79,266.867
80,274.921
81,283.911
82,296.49
83,297.208
84,292.543
85,298.723
86,300.268
87,306.268
88,311.661
89,304.195
90,297.427
91,279.306
92,264.196
93,259.272
94,265.093
95,244.74
96,238.909
97,241.291
98,240.563
99,235.071
100,247.48
101,251.168
102,247.182
103,240.284
104,242.118
105,243.563
106,244.191
107,240.792
108,250.271
109,248.049
110,248.517
111,250.162
112,250.232
113,247.72
114,251.019
115,256.212
116,269.628
117,274.741
118,278.878
119,273.396
120,276.924
121,275.31
122,286.294
123,303.836
124,321.618
125,318.638
126,313.076
127,316.565
128,318.169
129,322.376
130,321.09
131,318.847
132,326.881
133,331.137
134,335.453
135,336.42
136,338.204
137,330.3
138,322.176
139,315.658
140,306.547
141,306.009
142,306.996
143,318.528
144,305.421
145,300.248
146,291.965
147,291.088
148,287.749
149,288.766
150,291.128
151,296.141
152,303.936
153,310.126
154,312.378
155,293.709
156,289.054
157,287.769
158,285.108
159,294.457
160,288.815
161,281.948
162,272.379
163,262.511
164,259.162
165,263.588
166,276.117
167,269.269
168,269.239
169,280.692
170,293.301
171,292.922
172,292.623
173,283.592
174,281.101
175,276.854
176,275.678
177,282.426
178,276.097
179,286.902
180,294.407
181,285.915
182,274.482
183,283.752
184,289.782
185,293.978
186,295.264
187,297.597
188,308.581
189,314.681
190,320.153
191,308.441
192,315.299
193,322.814
194,321.937
195,326.761
196,316.644
197,343.786
198,348.171
199,356.942
200,353.733
201,346.068
202,346.287
203,344.573
204,347.952
205,355.079
206,357.271
207,357.86
208,346.457
209,341.613
210,351.879
211,355.258
212,355.408
213,344.543
214,346.158
215,350.374
216,360.461
217,351.48
218,359.275
219,365.823
220,366.94
221,356.265
222,352.358
223,350.105
224,349.467
225,358.657
226,349.736
227,354.062
228,357.511
229,350.733
230,355.049
231,354.261
232,355.547
233,364.817
234,362.903
235,376.11
236,374.774
237,380.226
238,382.718
239,390.493
240,390.961
241,387.602
242,384.752
243,372.113
244,382.419
245,390.752
246,392.516
247,391.2
248,430.073
249,432.675
250,427.641
251,439.512
252,453.417
253,454.713
254,453.586
255,452.48
256,455.9
257,458.04
258,450.02
259,448.65
260,459.5
261,456.63
262,470.65
263,462.02
264,461.25
