Idx,price
0,70.282
1,70.527
2,71.505
3,70.595
4,68.962
5,68.679
6,71.153
7,71.407
8,71.348
9,69.96
10,68.121
11,69.441
12,69.647
13,69.06
14,68.972
15,68.757
16,67.877
17,65.989
18,69.177
19,68.317
20,65.377
21,68.022
22,68.11
23,66.341
24,64.286
25,64.817
26,66.754
27,65.741
28,65.829
29,66.37
30,66.95
31,68.573
32,69.163
33,69.664
34,70.313
35,70.578
36,69.694
37,70.441
38,71.493
39,71.188
40,72.152
41,72.289
42,70.608
43,71.326
44,69.831
45,70.274
46,70.726
47,71.237
48,72.889
49,72.879
50,73.164
51,74.089
52,73.695
53,73.794
54,72.24
55,73.4
56,71.886
57,70.313
58,70.205
59,68.769
60,68.818
61,70.077
62,68.76
63,68.927
64,69.487
65,72.034
66,70.805
67,70.903
68,69.615
69,68.848
70,68.632
71,67.943
72,68.386
73,68.101
74,69.792
75,67.609
76,66.311
77,65.672
78,67.481
79,67.796
80,68.681
81,69.517
82,71.483
83,71.677
84,70.461
85,71.123
86,71.054
87,71.934
88,72.586
89,70.965
90,68.978
91,67.496
92,65.331
93,65.835
94,66.26
95,63.63
96,63.611
97,64.322
98,64.481
99,62.088
100,64.935
101,65.014
102,64.708
103,64.184
104,64.678
105,65.479
106,64.273
107,64.639
108,65.4
109,64.915
110,64.352
111,64.184
112,63.423
113,60.932
114,62.266
115,61.199
116,62.751
117,62.563
118,62.335
119,63.047
120,64.046
121,63.62
122,63.601
123,62.128
124,63.729
125,62.701
126,62.237
127,62.721
128,62.405
129,63.423
130,63.858
131,65.004
132,66.052
133,66.883
134,68.168
135,68.089
136,68.889
137,68.583
138,68.998
139,68.019
140,66.477
141,66.398
142,66.27
143,66.902
144,65.439
145,64.975
146,64.303
147,63.95
148,64.795
149,64.626
150,64.636
151,65.382
152,65.998
153,66.644
154,67.42
155,65.948
156,65.292
157,65.332
158,64.984
159,65.451
160,64.596
161,62.716
162,62.04
163,61.573
164,60.29
165,61.623
166,62.707
167,62.299
168,61.593
169,63.214
170,65.59
171,65.391
172,64.477
173,63.681
174,63.442
175,63.86
176,63.313
177,66.147
178,64.387
179,65.65
180,66.426
181,67.619
182,65.242
183,66.813
184,68.941
185,69.1
186,68.862
187,69.856
188,71.756
189,72.004
190,73.327
191,71.964
192,72.412
193,73.376
194,73.555
195,73.088
196,71.507
197,73.884
198,73.217
199,71.905
200,72.472
201,72.482
202,72.67
203,73.277
204,73.217
205,74.331
206,75.107
207,75.544
208,74.639
209,75.405
210,76.37
211,75.63
212,75.84
213,74.68
214,75.04
215,74.56
216,74.85
217,74.64
218,75.02
219,75.78
220,75.21
221,73.95
222,74.21
223,73.66
224,74.85
225,76.02
226,75.38
227,76.13
228,76.61
229,75.68
230,76.38
231,75.83
232,75.35
233,76.82
234,77.08
235,78.9
236,76.85
237,76.2
238,75.98
239,76.25
240,76.68
241,75.96
242,75.11
243,74.31
244,75.05
245,76.12
246,76.39
247,77.09
248,77.68
249,76.63
250,76.55
251,77.61
252,76.03
253,74.43
254,74.77
255,75.24
256,76.26
257,76.27
258,76.32
259,77.21
260,78.48
261,77.58
262,77.8
263,77.49
264,78.45
